2024-08-04 00:31:41,676 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Current SDK version is 0.17.5
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Configure stats pid to 563235
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Loading settings from /home/tzikos/.config/wandb/settings
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Loading settings from /home/tzikos/Desktop/KULeuvenThesis/wandb/settings
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py'}
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_init.py:_log_setup():529] Logging user logs to /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240804_003141-498sugq7/logs/debug.log
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_init.py:_log_setup():530] Logging internal logs to /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240804_003141-498sugq7/logs/debug-internal.log
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_init.py:init():569] calling init triggers
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_init.py:init():576] wandb.init called with sweep_config: {}
config: {'learning_rate': 1e-07, 'batch_size': 64, 'early_patience': 12, 'reduce_lr_patience': 5, 'architecture': 'ECGCNNClassifier', 'experiment': 'ptb'}
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_init.py:init():619] starting backend
2024-08-04 00:31:41,677 INFO    MainThread:563235 [wandb_init.py:init():623] setting up manager
2024-08-04 00:31:41,679 INFO    MainThread:563235 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-08-04 00:31:41,681 INFO    MainThread:563235 [wandb_init.py:init():631] backend started and connected
2024-08-04 00:31:41,685 INFO    MainThread:563235 [wandb_init.py:init():720] updated telemetry
2024-08-04 00:31:41,691 INFO    MainThread:563235 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-08-04 00:31:42,135 INFO    MainThread:563235 [wandb_run.py:_on_init():2435] communicating current version
2024-08-04 00:31:42,239 INFO    MainThread:563235 [wandb_run.py:_on_init():2444] got version response 
2024-08-04 00:31:42,239 INFO    MainThread:563235 [wandb_init.py:init():804] starting run threads in backend
2024-08-04 00:31:45,245 INFO    MainThread:563235 [wandb_run.py:_console_start():2413] atexit reg
2024-08-04 00:31:45,245 INFO    MainThread:563235 [wandb_run.py:_redirect():2255] redirect: wrap_raw
2024-08-04 00:31:45,245 INFO    MainThread:563235 [wandb_run.py:_redirect():2320] Wrapping output streams.
2024-08-04 00:31:45,245 INFO    MainThread:563235 [wandb_run.py:_redirect():2345] Redirects installed.
2024-08-04 00:31:45,248 INFO    MainThread:563235 [wandb_init.py:init():847] run started, returning control to user process
2024-08-04 01:27:44,144 INFO    MainThread:563235 [wandb_run.py:_finish():2107] finishing run kuthesis/KU AI Thesis/498sugq7
2024-08-04 01:27:44,145 INFO    MainThread:563235 [wandb_run.py:_atexit_cleanup():2374] got exitcode: 0
2024-08-04 01:27:44,146 INFO    MainThread:563235 [wandb_run.py:_restore():2352] restore
2024-08-04 01:27:44,146 INFO    MainThread:563235 [wandb_run.py:_restore():2358] restore done
