2024-03-24 14:10:47,280 INFO    StreamThr :48222 [internal.py:wandb_internal():86] W&B internal server running at pid: 48222, started at: 2024-03-24 14:10:47.279809
2024-03-24 14:10:47,285 DEBUG   HandlerThread:48222 [handler.py:handle_request():146] handle_request: status
2024-03-24 14:10:47,290 INFO    WriterThread:48222 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240324_141047-5ltfugva/run-5ltfugva.wandb
2024-03-24 14:10:47,290 DEBUG   SenderThread:48222 [sender.py:send():378] send: header
2024-03-24 14:10:47,291 DEBUG   SenderThread:48222 [sender.py:send():378] send: run
2024-03-24 14:10:47,880 INFO    SenderThread:48222 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240324_141047-5ltfugva/files
2024-03-24 14:10:47,880 INFO    SenderThread:48222 [sender.py:_start_run_threads():1099] run started: 5ltfugva with start time 1711285847.279274
2024-03-24 14:10:47,894 DEBUG   HandlerThread:48222 [handler.py:handle_request():146] handle_request: check_version
2024-03-24 14:10:47,894 DEBUG   SenderThread:48222 [sender.py:send_request():405] send_request: check_version
2024-03-24 14:10:48,166 DEBUG   HandlerThread:48222 [handler.py:handle_request():146] handle_request: run_start
2024-03-24 14:10:48,174 DEBUG   HandlerThread:48222 [system_info.py:__init__():26] System info init
2024-03-24 14:10:48,174 DEBUG   HandlerThread:48222 [system_info.py:__init__():41] System info init done
2024-03-24 14:10:48,174 INFO    HandlerThread:48222 [system_monitor.py:start():194] Starting system monitor
2024-03-24 14:10:48,175 INFO    HandlerThread:48222 [system_monitor.py:probe():214] Collecting system info
2024-03-24 14:10:48,175 INFO    SystemMonitor:48222 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-24 14:10:48,176 INFO    SystemMonitor:48222 [interfaces.py:start():190] Started cpu monitoring
2024-03-24 14:10:48,179 INFO    SystemMonitor:48222 [interfaces.py:start():190] Started disk monitoring
2024-03-24 14:10:48,181 INFO    SystemMonitor:48222 [interfaces.py:start():190] Started gpu monitoring
2024-03-24 14:10:48,183 INFO    SystemMonitor:48222 [interfaces.py:start():190] Started memory monitoring
2024-03-24 14:10:48,184 INFO    SystemMonitor:48222 [interfaces.py:start():190] Started network monitoring
2024-03-24 14:10:48,192 DEBUG   HandlerThread:48222 [system_info.py:probe():150] Probing system
2024-03-24 14:10:48,195 DEBUG   HandlerThread:48222 [system_info.py:_probe_git():135] Probing git
2024-03-24 14:10:48,202 DEBUG   HandlerThread:48222 [system_info.py:_probe_git():143] Probing git done
2024-03-24 14:10:48,202 DEBUG   HandlerThread:48222 [system_info.py:probe():198] Probing system done
