2024-03-22 13:50:51,148 INFO    StreamThr :37740 [internal.py:wandb_internal():86] W&B internal server running at pid: 37740, started at: 2024-03-22 13:50:51.147906
2024-03-22 13:50:51,153 DEBUG   HandlerThread:37740 [handler.py:handle_request():146] handle_request: status
2024-03-22 13:50:51,155 INFO    WriterThread:37740 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240322_135051-zg69ehih/run-zg69ehih.wandb
2024-03-22 13:50:51,160 DEBUG   SenderThread:37740 [sender.py:send():378] send: header
2024-03-22 13:50:51,160 DEBUG   SenderThread:37740 [sender.py:send():378] send: run
2024-03-22 13:50:51,537 INFO    SenderThread:37740 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240322_135051-zg69ehih/files
2024-03-22 13:50:51,537 INFO    SenderThread:37740 [sender.py:_start_run_threads():1099] run started: zg69ehih with start time 1711111851.14683
2024-03-22 13:50:51,557 DEBUG   HandlerThread:37740 [handler.py:handle_request():146] handle_request: check_version
2024-03-22 13:50:51,557 DEBUG   SenderThread:37740 [sender.py:send_request():405] send_request: check_version
2024-03-22 13:50:51,642 DEBUG   HandlerThread:37740 [handler.py:handle_request():146] handle_request: run_start
2024-03-22 13:50:51,650 DEBUG   HandlerThread:37740 [system_info.py:__init__():26] System info init
2024-03-22 13:50:51,650 DEBUG   HandlerThread:37740 [system_info.py:__init__():41] System info init done
2024-03-22 13:50:51,650 INFO    HandlerThread:37740 [system_monitor.py:start():194] Starting system monitor
2024-03-22 13:50:51,651 INFO    HandlerThread:37740 [system_monitor.py:probe():214] Collecting system info
2024-03-22 13:50:51,652 INFO    SystemMonitor:37740 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-22 13:50:51,654 INFO    SystemMonitor:37740 [interfaces.py:start():190] Started cpu monitoring
2024-03-22 13:50:51,656 INFO    SystemMonitor:37740 [interfaces.py:start():190] Started disk monitoring
2024-03-22 13:50:51,657 INFO    SystemMonitor:37740 [interfaces.py:start():190] Started gpu monitoring
2024-03-22 13:50:51,658 INFO    SystemMonitor:37740 [interfaces.py:start():190] Started memory monitoring
2024-03-22 13:50:51,659 INFO    SystemMonitor:37740 [interfaces.py:start():190] Started network monitoring
2024-03-22 13:50:51,667 DEBUG   HandlerThread:37740 [system_info.py:probe():150] Probing system
2024-03-22 13:50:51,670 DEBUG   HandlerThread:37740 [system_info.py:_probe_git():135] Probing git
